Year;Month;Day;Time;MJD;Mass_X;Mass_Y;Mass_Z;Motion_X;Motion_Y;Motion_Z
2021;02;04;12:00:00;59249.500;-8.044704041974367e-08;2.351056077915999e-07;1.191310049860958e-09;-4.852936712314060e-11;-3.350501572997120e-11;3.924770704257500e-13
2021;02;05;12:00:00;59250.500;-8.268609326745568e-08;2.369985984439198e-07;1.216014623662359e-09;-4.904887796678890e-11;-3.414272285124920e-11;3.974812891048910e-13
2021;02;06;12:00:00;59251.500;-8.330348318045372e-08;2.375587153121500e-07;1.243823842187758e-09;-4.952154202279790e-11;-3.480235256560310e-11;4.025165863784700e-13
2021;02;07;12:00:00;59252.500;-8.304652641995668e-08;2.373631757797599e-07;1.263251697593360e-09;-5.006581317254100e-11;-3.548544873851400e-11;4.077004152081950e-13
2021;02;08;12:00:00;59253.500;-8.264329129125768e-08;2.343657643011199e-07;1.291617814264557e-09;-5.076982837823250e-11;-3.621321131092190e-11;4.132656137202340e-13
2021;02;09;12:00:00;59254.500;-8.187760998136567e-08;2.318303336855299e-07;1.331394170694960e-09;-5.170322031646160e-11;-3.703056874595800e-11;4.188381756740230e-13
2021;02;10;12:00:00;59255.500;-8.053360690192770e-08;2.305441671756699e-07;1.361138373245557e-09;-5.258053916285350e-11;-3.784054658035040e-11;4.247637653206730e-13
2021;02;11;12:00:00;59256.500;-7.924910556923169e-08;2.314977191915399e-07;1.386310788654258e-09;-5.335897619387280e-11;-3.863691944170830e-11;4.306161554619460e-13
2021;02;12;12:00:00;59257.500;-7.871222119364569e-08;2.322768980550200e-07;1.408789549918858e-09;-5.420818671789600e-11;-3.939287300919290e-11;4.361851903384680e-13
2021;02;13;12:00:00;59258.500;-7.789369314115571e-08;2.341927457446600e-07;1.429009695216359e-09;-5.519094501524060e-11;-4.021894695802110e-11;4.420327470771670e-13
2021;02;14;12:00:00;59259.500;-7.616201004253569e-08;2.347571595324400e-07;1.449116385970159e-09;-5.639347137915010e-11;-4.109392850649670e-11;4.478825069587030e-13
2021;02;15;12:00:00;59260.500;-7.407851307290372e-08;2.353693957198700e-07;1.480129696499458e-09;-5.775162589418400e-11;-4.208792328021890e-11;4.534970016841930e-13
2021;02;16;12:00:00;59261.500;-7.309748417126772e-08;2.363595568115300e-07;1.503902919238860e-09;-5.903206308412439e-11;-4.304630597649940e-11;4.591030529956040e-13
2021;02;17;12:00:00;59262.500;-7.329735531792070e-08;2.347638045106699e-07;1.509109291427958e-09;-6.033920715382080e-11;-4.401977710503030e-11;4.646366919600410e-13
2021;02;18;12:00:00;59263.500;-7.399370531708372e-08;2.341162581160699e-07;1.524530444377457e-09;-6.163488910786030e-11;-4.505078079391110e-11;4.700790102795290e-13
2021;02;19;12:00:00;59264.500;-7.344015419709568e-08;2.348832190351600e-07;1.524069423295858e-09;-6.294728182635940e-11;-4.607098647331070e-11;4.755334278139500e-13
2021;02;20;12:00:00;59265.500;-7.274650462116871e-08;2.346315004376498e-07;1.526007194580457e-09;-6.443345166262831e-11;-4.711806946614640e-11;4.806712108442070e-13
2021;02;21;12:00:00;59266.500;-7.138646090547669e-08;2.358747882364299e-07;1.535432826828957e-09;-6.592196606192040e-11;-4.824460082397140e-11;4.855801684530890e-13
2021;02;22;12:00:00;59267.500;-7.020470730841670e-08;2.380468938805700e-07;1.548255057286059e-09;-6.738653565121560e-11;-4.937210835205590e-11;4.901940249877020e-13
2021;02;23;12:00:00;59268.500;-6.992965459354868e-08;2.384690951816298e-07;1.548976833728960e-09;-6.868885659875579e-11;-5.046673419021980e-11;4.950343953219160e-13
2021;02;24;12:00:00;59269.500;-6.875578087929670e-08;2.373902687766499e-07;1.548077895290158e-09;-6.991692789316020e-11;-5.163628238928170e-11;5.002704085771610e-13
2021;02;25;12:00:00;59270.500;-6.650534639498868e-08;2.369485037354100e-07;1.550642519576760e-09;-7.105398697932890e-11;-5.279002300562890e-11;5.055349073897810e-13
2021;02;26;12:00:00;59271.500;-6.414397654656671e-08;2.372800882218399e-07;1.566499278918959e-09;-7.208400494395830e-11;-5.393483310995370e-11;5.108171689601540e-13
2021;02;27;12:00:00;59272.500;-6.201749423675170e-08;2.370014163953800e-07;1.580538026202459e-09;-7.310304964029970e-11;-5.509959411250120e-11;5.160041397671330e-13
2021;02;28;12:00:00;59273.500;-5.926845978487970e-08;2.375842002469100e-07;1.601141465978759e-09;-7.405813340791681e-11;-5.637270642772000e-11;5.217653148288730e-13
2021;03;01;12:00:00;59274.500;-5.751164016115671e-08;2.385906008385498e-07;1.627061193436257e-09;-7.512398223754860e-11;-5.774569951236770e-11;5.269893202930870e-13
2021;03;02;12:00:00;59275.500;-5.612894982029269e-08;2.384959871532999e-07;1.638383750197157e-09;-7.612739964025971e-11;-5.912492710579641e-11;5.323246271174820e-13
2021;03;03;12:00:00;59276.500;-5.447706998660169e-08;2.374809188545699e-07;1.642719645891660e-09;-7.720175718324559e-11;-6.051579675547320e-11;5.375495051837400e-13
2021;03;04;12:00:00;59277.500;-5.190885007325170e-08;2.347326872015599e-07;1.645732868584759e-09;-7.824316014392540e-11;-6.183417805639840e-11;5.424362571495640e-13
2021;03;05;12:00:00;59278.500;-4.985815133664971e-08;2.324817678773399e-07;1.655615506509359e-09;-7.918592054836449e-11;-6.313604008649660e-11;5.469692828207950e-13
2021;03;06;12:00:00;59279.500;-4.957708845893269e-08;2.309853985616400e-07;1.665974217933360e-09;-8.010773609501020e-11;-6.430127856318350e-11;5.514835432787340e-13
2021;03;07;12:00:00;59280.500;-4.937751800481571e-08;2.292685561763300e-07;1.670725532420758e-09;-8.084682963411110e-11;-6.529024347523961e-11;5.559078304102590e-13
2021;03;08;12:00:00;59281.500;-4.909591211997669e-08;2.284906345537498e-07;1.676805705410557e-09;-8.145271836527661e-11;-6.624959223468810e-11;5.606681983528110e-13
2021;03;09;12:00:00;59282.500;-4.892587074473170e-08;2.266646926083699e-07;1.685098903888058e-09;-8.226839905197550e-11;-6.727850069635230e-11;5.659267206790440e-13
2021;03;10;12:00:00;59283.500;-4.961739363747370e-08;2.258053355795399e-07;1.693599617420960e-09;-8.300180889037060e-11;-6.817478442625530e-11;5.712061849423050e-13
2021;03;11;12:00:00;59284.500;-5.150078381765169e-08;2.252784575539300e-07;1.694280894478659e-09;-8.372746356154280e-11;-6.902131208983700e-11;5.765063474889060e-13
2021;03;12;12:00:00;59285.500;-5.245156628442470e-08;2.243311915587399e-07;1.708963820258957e-09;-8.433712341404061e-11;-6.973341677393180e-11;5.816857572646290e-13
